,Genome,time_create,mother,age
1355,Foto Eat Eat Up Down Foto Eat Right Down Foto Chemo Right Left Eat Up Chemo Left Right Eat Eat Up Chemo Foto Down Chemo,0,-1,51
1356,Chemo Left Eat Chemo Up Right Down Right Right Down Eat Left Right Down Right Right Left Chemo Chemo Chemo Chemo Up Down Down Eat,0,-1,41
1357,Eat Right Right Up Eat Down Foto Up Left Right Up Right Up Left Chemo Chemo Foto Eat Chemo Up Up Foto Foto Right Foto,0,-1,27
1358,Eat Eat Chemo Up Chemo Chemo Down Up Foto Right Eat Up Eat Down Eat Right Eat Eat Foto Eat Left Chemo Foto Chemo Foto,0,-1,51
1359,Eat Down Eat Right Foto Right Eat Eat Down Down Down Chemo Left Chemo Up Left Foto Eat Down Up Right Right Foto Chemo Up,0,-1,1
1360,Left Foto Left Foto Right Left Left Right Down Eat Down Up Chemo Foto Right Up Foto Right Foto Down Foto Up Eat Eat Chemo,0,-1,6
1361,Chemo Eat Up Chemo Right Up Eat Foto Foto Left Foto Eat Down Right Left Foto Foto Down Left Eat Left Left Down Eat Eat,0,-1,27
1362,Chemo Left Up Chemo Left Left Chemo Foto Chemo Foto Left Chemo Foto Right Eat Up Left Down Foto Up Chemo Left Up Left Down,0,-1,46
1363,Chemo Foto Eat Foto Left Eat Right Up Chemo Left Right Foto Foto Chemo Left Right Right Foto Down Left Foto Left Up Eat Up,0,-1,51
1364,Eat Right Eat Foto Chemo Down Right Foto Left Right Eat Down Foto Eat Eat Chemo Up Left Chemo Up Right Left Eat Chemo Up,0,-1,17
1365,Foto Left Down Right Down Right Right Down Chemo Up Foto Left Chemo Left Right Eat Right Down Left Up Foto Chemo Chemo Down Chemo,0,-1,7
1366,Down Eat Right Foto Down Eat Down Left Chemo Foto Foto Right Eat Right Left Eat Chemo Up Eat Left Chemo Chemo Chemo Eat Up,0,-1,2
1367,Right Right Foto Eat Down Chemo Right Chemo Chemo Foto Right Chemo Right Up Up Up Left Chemo Chemo Right Right Up Chemo Eat Down,0,-1,11
1368,Foto Foto Up Eat Right Chemo Up Right Left Eat Down Chemo Foto Right Eat Chemo Left Eat Chemo Down Down Left Right Up Up,0,-1,51
1369,Down Chemo Right Right Down Chemo Left Eat Left Down Left Chemo Down Left Chemo Up Right Right Foto Foto Up Down Up Eat Up,0,-1,8
1370,Eat Eat Up Left Foto Down Up Down Left Chemo Right Left Down Down Down Up Right Up Left Up Down Left Foto Eat Left,0,-1,1
1371,Chemo Chemo Left Foto Right Up Eat Up Chemo Chemo Foto Right Up Foto Foto Right Down Right Foto Left Right Chemo Foto Down Left,0,-1,51
1372,Up Up Left Eat Left Left Eat Down Eat Down Left Foto Up Foto Left Down Right Up Down Left Up Eat Eat Left Eat,0,-1,5
1373,Up Left Chemo Down Up Down Foto Left Chemo Eat Up Eat Up Right Chemo Foto Up Eat Down Foto Up Right Chemo Up Up,0,-1,1
1374,Foto Left Right Left Down Eat Eat Chemo Right Right Down Right Down Left Foto Left Up Foto Right Eat Eat Up Eat Eat Left,0,-1,6
1375,Right Chemo Up Foto Eat Eat Right Chemo Right Right Right Down Chemo Eat Down Down Down Up Right Down Down Foto Eat Left Foto,0,-1,23
1376,Left Up Eat Foto Left Foto Right Eat Right Right Down Chemo Foto Right Eat Left Up Right Left Up Foto Right Eat Chemo Right,0,-1,2
1377,Eat Foto Right Foto Right Chemo Down Left Right Eat Right Eat Eat Up Left Chemo Foto Eat Eat Down Eat Eat Up Up Up,0,-1,21
1378,Foto Foto Foto Up Left Eat Left Chemo Down Right Left Eat Up Right Right Right Left Up Left Up Down Down Down Chemo Down,0,-1,4
1379,Right Left Chemo Down Eat Foto Right Up Chemo Foto Up Up Left Eat Left Up Up Up Chemo Down Down Chemo Chemo Right Left,0,-1,5
1380,Right Eat Left Foto Foto Up Left Up Eat Eat Left Chemo Left Down Down Foto Up Foto Chemo Right Left Up Up Chemo Up,0,-1,2
1381,Left Right Chemo Eat Foto Left Up Down Up Down Chemo Up Down Up Chemo Right Foto Right Eat Up Left Left Down Up Up,0,-1,21
1382,Right Chemo Right Eat Eat Foto Foto Chemo Eat Up Chemo Foto Down Chemo Down Down Foto Up Left Right Chemo Chemo Foto Chemo Chemo,0,-1,51
1383,Left Down Chemo Up Right Chemo Down Left Chemo Eat Chemo Eat Eat Chemo Left Left Eat Foto Foto Down Right Chemo Chemo Eat Right,0,-1,51
1384,Chemo Down Down Down Eat Foto Up Chemo Eat Eat Down Right Foto Foto Eat Foto Foto Chemo Eat Up Up Down Foto Left Chemo,0,-1,5
1385,Foto Down Chemo Down Chemo Chemo Up Up Foto Chemo Foto Up Up Eat Eat Chemo Foto Left Down Foto Up Down Foto Right Chemo,0,-1,2
1386,Left Left Down Eat Left Eat Eat Foto Up Right Up Right Foto Right Foto Chemo Down Up Right Foto Down Chemo Left Eat Left,0,-1,14
1387,Left Chemo Down Left Left Foto Right Right Left Left Eat Up Foto Chemo Up Chemo Down Chemo Left Foto Left Chemo Eat Eat Up,0,-1,2
1388,Left Up Up Chemo Up Left Right Down Up Eat Eat Foto Down Eat Left Chemo Chemo Up Chemo Down Up Right Left Left Down,0,-1,3
1389,Eat Down Up Left Chemo Left Right Down Left Chemo Down Chemo Left Chemo Eat Down Right Up Foto Right Left Eat Eat Left Right,0,-1,18
1390,Down Down Up Down Up Chemo Chemo Down Left Left Right Eat Right Foto Right Up Eat Down Foto Chemo Up Left Chemo Eat Up,0,-1,4
1391,Chemo Right Chemo Eat Up Chemo Foto Right Chemo Chemo Foto Foto Chemo Down Chemo Up Right Down Right Foto Up Left Chemo Right Foto,0,-1,4
1392,Down Eat Up Chemo Chemo Right Right Up Up Chemo Foto Right Up Chemo Foto Up Foto Right Left Chemo Eat Right Right Up Down,0,-1,1
1393,Right Right Down Down Left Right Right Eat Eat Right Foto Right Up Left Foto Down Chemo Up Right Up Right Left Foto Up Chemo,0,-1,1
1394,Up Eat Up Foto Eat Up Foto Down Right Down Chemo Chemo Foto Chemo Down Chemo Down Foto Down Foto Left Eat Down Right Left,0,-1,2
1395,Eat Down Foto Right Chemo Right Chemo Eat Foto Chemo Up Right Up Up Down Left Right Foto Up Right Chemo Chemo Up Right Eat,0,-1,7
1396,Chemo Left Left Foto Eat Foto Down Right Chemo Chemo Down Right Chemo Chemo Eat Left Left Left Up Eat Left Down Down Right Down,0,-1,13
1397,Right Right Up Right Right Left Foto Chemo Chemo Up Right Eat Chemo Left Right Foto Foto Down Up Down Up Foto Left Left Right,0,-1,14
1398,Right Chemo Left Left Foto Down Down Chemo Right Up Eat Left Foto Right Right Up Foto Eat Right Eat Down Foto Left Eat Up,0,-1,38
1399,Right Chemo Left Eat Left Foto Chemo Up Chemo Foto Left Up Eat Down Foto Left Up Down Up Eat Right Foto Chemo Foto Up,0,-1,10
1400,Down Up Up Left Left Up Eat Chemo Foto Chemo Down Chemo Eat Eat Right Chemo Right Down Up Up Up Chemo Foto Right Up,0,-1,4
1401,Foto Down Foto Right Foto Foto Up Chemo Eat Right Up Down Down Down Eat Foto Eat Foto Up Right Up Eat Eat Up Foto,0,-1,51
1402,Eat Right Foto Right Right Foto Chemo Right Left Up Right Right Foto Up Right Chemo Eat Up Left Down Down Foto Right Right Foto,0,-1,37
1403,Foto Chemo Left Foto Foto Foto Left Down Foto Eat Left Up Eat Chemo Eat Up Foto Down Left Chemo Down Eat Eat Up Up,0,-1,4
1404,Chemo Eat Chemo Chemo Left Right Left Up Left Left Eat Left Eat Foto Foto Up Eat Up Chemo Foto Left Left Left Down Eat,0,-1,51
1405,Chemo Chemo Left Right Down Foto Eat Chemo Chemo Up Up Down Right Up Left Up Foto Chemo Down Eat Eat Up Foto Left Foto,0,-1,2
1406,Down Foto Up Down Down Down Right Chemo Chemo Right Right Foto Right Eat Chemo Up Eat Eat Foto Up Chemo Left Down Foto Left,0,-1,6
1407,Left Foto Chemo Down Right Foto Up Right Right Up Left Down Chemo Right Chemo Chemo Eat Chemo Up Foto Left Chemo Right Left Left,0,-1,3
1408,Up Up Up Chemo Right Left Eat Down Chemo Up Right Left Chemo Foto Chemo Right Right Up Up Left Foto Left Foto Eat Chemo,0,-1,8
1409,Down Down Down Left Up Chemo Right Left Eat Eat Up Right Right Up Down Down Right Left Chemo Up Down Right Eat Foto Chemo,0,-1,9
1410,Up Eat Down Foto Up Eat Foto Foto Down Left Right Foto Down Foto Left Eat Eat Left Up Down Down Left Chemo Up Down,0,-1,1
1411,Left Up Chemo Up Left Up Down Left Eat Up Right Chemo Right Chemo Left Foto Down Right Foto Chemo Foto Down Right Down Down,0,-1,7
1412,Up Chemo Right Left Chemo Right Foto Down Down Chemo Foto Up Down Left Foto Eat Chemo Down Left Up Left Right Up Foto Foto,0,-1,3
1413,Foto Eat Foto Eat Up Up Up Foto Foto Down Down Left Foto Foto Foto Down Foto Left Up Left Chemo Chemo Chemo Foto Chemo,0,-1,1
1414,Foto Down Down Up Right Eat Down Eat Right Eat Chemo Right Chemo Right Right Right Chemo Foto Left Down Foto Down Foto Up Chemo,0,-1,7
1415,Left Down Right Up Left Up Down Right Down Eat Eat Chemo Up Down Left Up Chemo Foto Left Up Chemo Foto Up Chemo Up,0,-1,2
1416,Right Right Down Foto Down Up Right Right Foto Left Up Chemo Chemo Right Up Left Foto Up Eat Up Left Up Left Foto Left,0,-1,12
1417,Down Foto Left Foto Left Chemo Down Chemo Down Right Left Right Up Down Right Chemo Left Right Chemo Left Eat Up Left Up Up,0,-1,11
1418,Left Chemo Down Eat Foto Right Chemo Right Up Eat Eat Left Left Right Left Right Right Down Up Eat Right Foto Chemo Right Foto,0,-1,16
1419,Down Left Down Left Left Right Down Chemo Chemo Down Foto Eat Chemo Eat Down Foto Up Up Down Chemo Eat Left Right Eat Chemo,0,-1,9
1420,Down Down Down Down Right Up Left Chemo Up Up Eat Chemo Chemo Foto Up Left Left Up Up Right Eat Up Eat Eat Down,0,-1,22
1421,Eat Down Down Right Right Up Right Eat Eat Foto Down Eat Chemo Right Right Left Foto Right Down Up Eat Up Right Down Down,0,-1,14
1422,Eat Left Foto Right Down Right Right Eat Down Down Left Chemo Left Down Eat Up Eat Up Down Left Left Right Down Down Foto,0,-1,16
1423,Down Right Eat Eat Chemo Foto Foto Foto Right Foto Down Right Right Foto Up Foto Chemo Chemo Right Foto Chemo Chemo Eat Left Right,0,-1,2
1424,Eat Right Down Left Foto Left Right Down Down Eat Up Down Chemo Down Foto Right Foto Left Eat Eat Chemo Left Up Eat Up,0,-1,3
1425,Chemo Down Right Chemo Chemo Left Left Eat Up Chemo Down Down Foto Up Foto Foto Right Eat Eat Chemo Up Left Right Left Left,0,-1,9
1426,Foto Foto Eat Right Chemo Right Right Up Eat Up Left Up Eat Eat Up Eat Down Down Left Up Chemo Up Eat Right Down,0,-1,1
1427,Up Right Foto Up Right Chemo Foto Chemo Left Up Right Down Chemo Chemo Right Eat Left Down Chemo Chemo Left Foto Down Eat Eat,0,-1,6
1428,Down Foto Down Chemo Eat Right Chemo Eat Chemo Up Chemo Left Left Eat Eat Foto Down Left Up Up Chemo Chemo Foto Left Right,0,-1,51
1429,Foto Down Down Down Up Right Right Right Right Foto Eat Eat Chemo Down Eat Foto Down Eat Eat Down Up Eat Right Left Eat,0,-1,6
1430,Left Down Right Up Right Down Down Foto Left Foto Eat Right Eat Left Right Foto Up Foto Eat Chemo Chemo Chemo Down Foto Eat,0,-1,4
1431,Chemo Right Down Eat Left Down Foto Up Eat Left Left Down Eat Chemo Chemo Down Eat Down Left Eat Eat Down Chemo Foto Foto,0,-1,4
1432,Eat Down Chemo Down Foto Chemo Foto Up Down Foto Up Foto Up Foto Down Right Down Right Right Left Chemo Foto Left Left Up,0,-1,9
1433,Down Chemo Chemo Up Right Right Left Down Eat Left Down Left Chemo Down Left Down Eat Foto Left Chemo Chemo Up Foto Chemo Chemo,0,-1,15
1434,Left Left Down Eat Chemo Chemo Up Down Foto Foto Chemo Left Right Down Up Foto Chemo Up Eat Eat Down Chemo Chemo Up Left,0,-1,2
1435,Up Eat Eat Eat Right Down Eat Up Chemo Down Up Chemo Down Chemo Eat Right Up Up Foto Eat Right Right Eat Left Down,0,-1,7
1436,Foto Down Foto Down Chemo Chemo Up Down Foto Chemo Foto Left Eat Right Chemo Right Eat Eat Eat Eat Chemo Left Right Up Up,0,-1,4
1437,Eat Right Chemo Right Up Eat Down Left Left Chemo Right Foto Eat Up Right Foto Left Down Left Foto Foto Up Left Down Chemo,0,-1,14
1438,Eat Eat Down Right Left Up Chemo Foto Down Left Chemo Left Foto Foto Right Down Right Eat Right Eat Eat Down Left Right Eat,0,-1,2
1439,Chemo Eat Chemo Up Chemo Right Foto Eat Left Eat Foto Left Right Foto Left Left Chemo Eat Eat Up Up Foto Left Right Eat,0,-1,16
1440,Eat Chemo Chemo Left Eat Chemo Right Left Eat Left Foto Eat Foto Left Down Left Left Right Down Up Right Foto Foto Down Down,0,-1,1
1441,Foto Right Left Chemo Foto Left Eat Right Up Chemo Up Up Eat Foto Down Down Eat Right Up Foto Foto Left Eat Down Chemo,0,-1,13
1442,Chemo Foto Left Up Down Up Right Eat Left Down Chemo Chemo Chemo Chemo Down Up Left Right Chemo Left Eat Foto Right Right Up,0,-1,2
1443,Up Down Left Right Right Down Right Chemo Chemo Foto Left Right Eat Chemo Eat Eat Down Eat Up Down Right Down Right Left Chemo,0,-1,33
1444,Up Up Foto Down Up Chemo Up Up Up Down Down Down Right Right Eat Eat Up Up Right Up Chemo Chemo Up Chemo Chemo,0,-1,8
1445,Eat Eat Right Chemo Left Eat Left Foto Right Up Down Left Down Eat Left Left Up Up Down Left Chemo Chemo Right Right Left,0,-1,3
1446,Eat Left Down Eat Down Chemo Right Left Right Foto Up Eat Eat Down Foto Up Down Right Eat Down Foto Right Chemo Eat Up,0,-1,1
1447,Up Left Eat Eat Foto Eat Chemo Down Foto Left Down Foto Chemo Chemo Foto Down Left Chemo Down Down Chemo Chemo Eat Chemo Left,0,-1,6
1448,Up Chemo Foto Right Down Right Chemo Right Right Up Up Eat Foto Up Eat Foto Foto Right Down Left Eat Down Left Right Chemo,0,-1,9
1449,Up Chemo Right Down Down Left Chemo Down Foto Right Chemo Down Left Foto Left Right Eat Down Foto Foto Up Right Eat Chemo Left,0,-1,51
1450,Left Foto Up Eat Chemo Right Chemo Left Left Left Up Foto Chemo Right Chemo Up Chemo Down Right Up Left Down Left Down Foto,0,-1,5
1451,Right Eat Foto Up Chemo Right Left Down Right Left Up Foto Chemo Right Right Chemo Down Left Chemo Down Eat Right Down Eat Right,0,-1,22
1452,Left Right Chemo Left Eat Chemo Up Chemo Left Down Left Right Left Chemo Left Eat Left Right Right Up Left Eat Right Left Down,0,-1,19
1453,Left Down Right Up Chemo Up Chemo Eat Left Right Down Eat Up Foto Foto Foto Left Right Right Left Eat Up Left Left Left,0,-1,1
1454,Right Eat Left Foto Chemo Down Foto Up Chemo Up Right Down Eat Eat Up Foto Up Up Foto Chemo Right Right Up Eat Eat,0,-1,3
1455,Eat Up Up Right Right Right Left Right Up Up Eat Right Chemo Foto Left Right Foto Left Foto Left Foto Right Down Eat Foto,0,-1,5
1456,Left Right Down Foto Down Eat Eat Right Up Chemo Eat Up Foto Down Right Chemo Up Down Down Up Up Foto Left Eat Eat,0,-1,7
1457,Foto Eat Left Foto Right Up Left Eat Chemo Down Eat Eat Right Eat Foto Up Foto Down Foto Right Down Down Right Chemo Chemo,0,-1,7
1458,Up Left Chemo Down Chemo Eat Eat Foto Down Right Left Down Left Foto Down Chemo Chemo Right Chemo Up Down Up Left Left Chemo,0,-1,51
1459,Right Up Right Left Right Eat Right Chemo Foto Left Down Down Eat Chemo Down Up Right Foto Right Right Foto Foto Down Eat Foto,0,-1,6
1460,Right Eat Down Up Left Right Left Foto Chemo Foto Eat Down Right Foto Eat Eat Eat Eat Down Down Chemo Up Up Left Foto,0,-1,10
1461,Chemo Chemo Eat Left Up Down Chemo Right Foto Foto Down Right Foto Up Foto Left Down Foto Chemo Eat Right Right Left Chemo Chemo,0,-1,51
1462,Chemo Chemo Right Down Left Left Left Chemo Eat Down Eat Left Left Right Eat Chemo Left Eat Eat Down Left Chemo Down Right Up,0,-1,2
1463,Chemo Chemo Foto Up Foto Chemo Right Right Chemo Foto Down Foto Foto Right Up Eat Right Down Eat Chemo Eat Up Eat Left Left,0,-1,1
1464,Up Left Left Foto Eat Down Foto Left Chemo Foto Right Eat Right Chemo Up Chemo Down Up Chemo Right Left Right Right Foto Eat,0,-1,1
1465,Up Down Up Chemo Foto Down Foto Down Eat Left Left Up Foto Up Down Right Left Up Up Down Foto Up Down Left Up,0,-1,6
1466,Down Left Chemo Foto Foto Eat Foto Down Down Foto Right Left Down Eat Chemo Right Down Chemo Right Up Chemo Right Right Chemo Right,0,-1,7
1467,Right Down Up Chemo Chemo Left Left Eat Down Chemo Right Up Chemo Down Left Eat Eat Up Up Foto Left Right Up Left Right,0,-1,19
1468,Right Right Right Down Up Left Chemo Chemo Right Up Right Left Down Left Up Foto Eat Up Down Up Chemo Foto Down Left Chemo,0,-1,4
1469,Left Eat Right Chemo Up Foto Down Eat Right Foto Down Down Right Chemo Up Down Left Foto Right Eat Foto Eat Right Foto Right,0,-1,2
1470,Down Eat Eat Down Down Foto Right Up Up Foto Left Down Down Down Left Chemo Right Left Chemo Down Up Down Foto Eat Chemo,0,-1,1
1471,Chemo Right Eat Right Down Up Up Right Down Eat Foto Left Left Eat Foto Right Eat Left Foto Left Chemo Left Left Eat Eat,0,-1,51
1472,Right Chemo Chemo Eat Right Left Down Right Chemo Left Up Up Left Right Chemo Down Foto Chemo Up Right Chemo Chemo Up Foto Chemo,0,-1,1
1473,Down Right Left Right Right Up Up Up Left Eat Left Right Foto Chemo Chemo Eat Down Down Chemo Left Up Chemo Eat Chemo Up,0,-1,51
1474,Chemo Up Left Right Up Right Eat Chemo Eat Foto Chemo Down Left Up Foto Eat Foto Chemo Eat Right Foto Up Down Chemo Right,0,-1,2
1475,Left Down Down Eat Eat Eat Right Chemo Down Down Right Down Chemo Chemo Down Left Eat Chemo Up Down Eat Chemo Chemo Right Right,0,-1,51
1476,Foto Down Chemo Up Down Up Right Down Down Down Eat Chemo Right Left Right Chemo Right Right Right Foto Foto Left Down Eat Down,0,-1,12
1477,Down Chemo Foto Up Right Eat Right Down Down Eat Left Up Down Chemo Eat Down Eat Chemo Left Right Foto Eat Eat Eat Up,0,-1,51
1478,Right Foto Down Down Left Left Right Down Left Left Eat Chemo Chemo Eat Up Down Down Foto Up Foto Chemo Up Eat Chemo Left,0,-1,3
1479,Right Down Foto Eat Foto Left Down Chemo Foto Chemo Left Left Down Down Eat Left Foto Chemo Left Down Up Foto Up Right Chemo,0,-1,4
1480,Foto Eat Right Left Eat Up Down Foto Right Left Foto Foto Chemo Left Chemo Chemo Chemo Eat Right Left Down Down Up Up Left,0,-1,39
1481,Foto Down Up Down Up Left Down Foto Up Right Down Left Up Left Right Right Left Down Left Chemo Down Down Right Left Right,0,-1,1
1482,Eat Foto Eat Chemo Left Left Foto Chemo Chemo Eat Down Right Foto Down Foto Down Right Chemo Foto Up Down Up Eat Right Up,0,-1,41
1483,Chemo Up Eat Chemo Down Down Up Left Down Left Left Down Down Chemo Foto Up Down Up Eat Down Right Down Up Foto Foto,0,-1,2
1484,Chemo Eat Chemo Down Foto Down Right Up Down Up Down Eat Down Down Down Left Foto Left Down Foto Down Foto Left Chemo Down,0,-1,8
1485,Eat Chemo Right Left Up Eat Up Eat Right Chemo Chemo Foto Right Chemo Right Down Right Down Up Right Down Eat Foto Down Down,0,-1,14
1486,Eat Foto Left Right Down Down Foto Foto Left Right Left Eat Left Up Foto Left Eat Left Down Up Down Up Eat Up Foto,0,-1,4
1487,Right Chemo Right Eat Foto Left Foto Down Chemo Chemo Eat Right Chemo Up Foto Down Left Down Eat Foto Foto Up Eat Eat Up,0,-1,9
1488,Left Up Foto Right Foto Eat Eat Up Foto Foto Down Foto Right Right Foto Foto Eat Left Left Up Foto Left Down Chemo Eat,0,-1,15
1489,Chemo Eat Foto Right Up Foto Up Chemo Left Down Foto Right Left Right Foto Down Up Foto Right Foto Up Down Chemo Foto Chemo,0,-1,6
1490,Left Foto Foto Down Left Right Up Foto Right Right Chemo Chemo Left Eat Left Chemo Foto Down Chemo Right Down Down Eat Chemo Chemo,0,-1,51
1491,Foto Up Left Eat Foto Down Foto Down Right Right Right Up Chemo Right Eat Right Left Chemo Foto Eat Foto Foto Down Eat Up,0,-1,3
1492,Right Foto Up Eat Chemo Right Right Eat Chemo Up Eat Right Right Right Up Foto Up Down Chemo Down Eat Eat Down Up Eat,0,-1,6
1493,Up Eat Right Foto Foto Up Left Down Down Chemo Chemo Right Down Right Right Chemo Eat Chemo Foto Right Eat Eat Left Eat Foto,0,-1,1
1494,Right Down Foto Left Eat Right Eat Left Eat Eat Foto Down Right Up Foto Up Foto Eat Foto Right Up Down Chemo Up Up,0,-1,50
1495,Left Up Chemo Foto Left Foto Left Down Left Right Chemo Right Left Up Foto Foto Down Right Up Eat Down Eat Down Eat Foto,0,-1,4
1496,Up Eat Up Foto Down Left Down Left Down Left Right Left Down Left Right Foto Up Chemo Up Foto Down Right Foto Down Chemo,0,-1,5
1497,Up Down Right Eat Right Eat Up Eat Chemo Left Left Up Eat Right Eat Foto Up Foto Down Up Foto Chemo Foto Right Left,0,-1,7
1498,Up Down Foto Foto Chemo Left Eat Up Left Foto Down Foto Left Down Up Down Down Foto Chemo Up Foto Foto Foto Right Up,0,-1,7
1499,Foto Right Up Left Up Eat Foto Up Chemo Up Right Down Eat Up Left Up Foto Up Foto Right Chemo Up Down Eat Up,0,-1,19
1500,Right Eat Eat Up Up Right Right Chemo Up Right Chemo Chemo Eat Foto Foto Eat Foto Left Down Foto Eat Chemo Eat Chemo Eat,0,-1,5
1501,Up Left Down Right Up Left Down Up Eat Down Eat Foto Foto Foto Down Eat Foto Up Foto Foto Foto Down Up Down Down,0,-1,2
1502,Up Down Eat Chemo Up Right Down Foto Left Foto Chemo Up Up Up Right Right Right Foto Right Down Left Eat Right Chemo Chemo,0,-1,3
1503,Eat Right Left Right Left Up Down Foto Up Eat Down Right Chemo Down Eat Left Eat Down Foto Eat Eat Left Up Right Left,0,-1,51
1504,Up Left Left Eat Down Down Chemo Left Up Up Right Foto Right Chemo Left Eat Down Up Left Left Foto Left Eat Left Up,0,-1,1
1505,Left Down Right Right Up Eat Chemo Down Eat Down Eat Eat Left Eat Chemo Up Right Chemo Left Chemo Down Up Right Left Down,0,-1,5
1506,Left Eat Up Right Right Foto Down Right Right Foto Eat Right Left Chemo Down Chemo Left Up Left Right Right Chemo Foto Up Right,0,-1,5
1507,Right Up Foto Down Foto Right Up Foto Up Foto Chemo Right Left Right Left Left Right Down Up Chemo Left Chemo Foto Foto Eat,0,-1,51
1508,Down Right Chemo Right Left Eat Down Left Up Down Chemo Up Left Chemo Right Down Chemo Chemo Up Eat Right Left Eat Foto Foto,0,-1,5
1509,Left Down Down Foto Chemo Left Up Down Up Up Chemo Down Down Left Chemo Foto Up Eat Down Down Right Eat Down Left Down,0,-1,1
1510,Left Chemo Right Right Down Down Chemo Left Down Chemo Chemo Down Left Left Chemo Down Up Down Down Chemo Eat Left Down Eat Foto,0,-1,5
1511,Right Down Right Up Left Eat Eat Left Chemo Eat Down Chemo Down Chemo Up Down Right Left Foto Down Chemo Left Left Foto Eat,0,-1,5
1512,Eat Right Chemo Right Foto Right Eat Down Eat Up Eat Down Left Up Chemo Chemo Foto Left Chemo Right Right Foto Up Down Up,0,-1,7
1513,Left Down Right Right Foto Chemo Left Foto Foto Up Right Foto Eat Chemo Up Foto Foto Right Eat Eat Right Chemo Right Left Right,0,-1,6
1514,Right Foto Left Left Down Down Foto Up Eat Up Left Up Foto Left Eat Eat Right Eat Left Up Down Chemo Chemo Up Chemo,0,-1,37
1515,Right Left Up Left Foto Foto Eat Foto Left Eat Foto Eat Eat Up Down Right Chemo Chemo Left Down Down Eat Chemo Left Down,0,-1,5
1516,Left Down Chemo Foto Down Foto Up Chemo Foto Right Foto Up Left Down Down Foto Left Left Eat Foto Chemo Chemo Left Right Down,0,-1,5
1517,Up Chemo Eat Left Left Up Foto Up Down Right Right Foto Up Right Right Left Foto Down Foto Eat Up Down Foto Right Eat,0,-1,3
1518,Up Eat Foto Foto Right Eat Right Down Eat Right Eat Up Chemo Foto Eat Chemo Chemo Down Left Right Foto Chemo Eat Right Chemo,0,-1,51
1519,Down Chemo Down Left Eat Up Foto Down Up Down Eat Foto Down Chemo Foto Eat Eat Down Up Right Down Down Down Foto Left,0,-1,9
1520,Down Eat Down Left Chemo Left Right Down Left Chemo Left Left Down Down Right Up Right Down Right Chemo Chemo Right Down Up Chemo,0,-1,12
1521,Right Chemo Foto Left Right Right Chemo Foto Foto Up Eat Eat Foto Up Eat Right Down Eat Left Eat Chemo Left Up Left Up,0,-1,19
1522,Down Down Chemo Down Foto Chemo Chemo Down Chemo Foto Down Right Up Chemo Right Foto Chemo Down Chemo Right Foto Chemo Up Chemo Eat,0,-1,6
1523,Foto Chemo Eat Foto Eat Foto Left Chemo Eat Right Right Foto Right Eat Up Foto Left Foto Chemo Right Down Down Left Eat Chemo,0,-1,21
1524,Foto Up Chemo Chemo Eat Right Eat Foto Right Eat Eat Right Left Left Eat Right Foto Chemo Down Chemo Up Chemo Foto Chemo Right,0,-1,32
1525,Up Foto Eat Up Up Left Chemo Chemo Chemo Eat Left Eat Right Left Chemo Down Left Right Left Up Foto Foto Eat Chemo Right,0,-1,8
1526,Left Foto Down Chemo Eat Down Right Left Down Up Left Down Down Eat Eat Up Right Up Chemo Foto Right Right Chemo Right Eat,0,-1,9
1527,Eat Down Up Right Left Up Down Right Chemo Left Left Up Up Right Left Right Chemo Up Eat Foto Eat Up Up Foto Chemo,0,-1,9
1528,Up Foto Left Left Foto Chemo Left Foto Up Chemo Right Foto Left Down Left Up Up Foto Right Foto Eat Up Left Down Up,0,-1,5
1529,Down Down Right Right Left Foto Left Down Foto Eat Chemo Left Eat Foto Foto Foto Foto Right Down Right Left Left Eat Chemo Foto,0,-1,26
1530,Left Foto Down Chemo Up Right Eat Eat Foto Right Foto Chemo Foto Eat Foto Chemo Eat Right Down Foto Eat Chemo Up Up Down,0,-1,51
1531,Foto Up Down Eat Right Left Up Foto Left Eat Up Right Up Up Right Up Chemo Left Right Foto Up Up Chemo Eat Up,0,-1,47
1532,Down Left Down Right Chemo Foto Left Foto Foto Foto Right Chemo Chemo Foto Up Left Chemo Down Left Left Right Eat Up Chemo Left,0,-1,15
1533,Foto Up Eat Chemo Up Chemo Chemo Right Right Chemo Foto Chemo Eat Eat Chemo Eat Chemo Right Right Right Up Chemo Chemo Foto Eat,0,-1,8
1534,Chemo Right Foto Chemo Left Down Foto Eat Left Eat Eat Left Eat Chemo Eat Left Up Eat Chemo Foto Right Eat Up Left Foto,0,-1,46
1535,Chemo Eat Up Left Foto Left Eat Foto Left Eat Down Eat Right Foto Eat Eat Chemo Down Down Right Chemo Right Chemo Right Eat,0,-1,1
1536,Left Chemo Down Chemo Right Eat Chemo Eat Right Down Right Eat Right Eat Down Down Eat Left Foto Down Left Left Foto Chemo Up,0,-1,3
1537,Up Down Eat Right Down Up Chemo Right Foto Down Left Right Down Chemo Foto Left Down Up Chemo Foto Down Left Foto Down Left,0,-1,3
1538,Up Foto Chemo Down Down Down Up Foto Down Up Eat Up Eat Left Chemo Down Foto Left Left Foto Foto Eat Foto Eat Right,0,-1,1
1539,Right Right Chemo Foto Right Down Eat Eat Up Left Down Right Left Eat Up Right Eat Foto Foto Left Right Foto Down Eat Up,0,-1,15
